html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
1222522.html,中国-比利时直接股权投资基金,,2011-06-03,38.69,137137,,
1222522.html,中国-比利时直接股权投资基金,,2011-06-07,38.54,250000,,
1222522.html,中国-比利时直接股权投资基金,,2011-06-14,17.01,3000000,,
1223967.html,北京瑞富时代投资有限公司,瑞富时代,2012-12-21,11.41,1000000,,
1223967.html,北京瑞富时代投资有限公司,瑞富时代,2012-12-25,11.30,1200000,10033704,0.0931
1224075.html,新湖中宝股份有限公司,新湖中宝,2011-09-06,,2700000,,
1224075.html,新湖中宝股份有限公司,新湖中宝,2012-03-29,,3000000,,
1224075.html,新湖中宝股份有限公司,新湖中宝,2012-12-26,,5061700,30558531,0.1036
122420.html,南充天益资产投资管理公司,南充天益,2015-04-01,/,10795848,9171912,0.0111
1224350.html,浙江新干线传媒投资有限公司,浙新干线,2012-06-26,,218030,,
1226708.html,盛安机电设备（昌都）有限公司,盛安机电,2012-11-06,13.56,4000000,,
1226708.html,盛安机电设备（昌都）有限公司,盛安机电,2012-11-28,12.29,2000000,,
1226708.html,盛安机电设备（昌都）有限公司,盛安机电,2013-01-23,16.41,1878737,,
1226708.html,盛安机电设备（昌都）有限公司,盛安机电,2013-02-22,16.96,1983600,,
1226708.html,盛安机电设备（昌都）有限公司,盛安机电,2013-03-04,19.08,577663,20559746,9.85
1227959.html,中国长城资产管理公司,长城公司,2013-03-22,17.74,8690700,,
1227959.html,中国长城资产管理公司,长城公司,2013-03-22,17.74,8690700,19959000,11.5
1230015.html,高投名力成长创业投资有限公司,,2011-01-07,30.69,3742500,,
1230612.html,中国-比利时直接股权投资基金,,2011-07-11,22.88,219543,,
1230612.html,中国-比利时直接股权投资基金,,2011-07-15,23.13,200000,,
1230612.html,中国-比利时直接股权投资基金,,2011-07-25,21.62,25395,,
1230612.html,中国-比利时直接股权投资基金,,2011-07-29,21.66,222331,,
1230612.html,中国-比利时直接股权投资基金,,2011-07-14,22.34,2000000,,
1232334.html,万丰兴业有限公司,万丰兴业,2012-05-24,10.00,8000000,54268800,0.2305
1233204.html,武汉凯迪控股投资有限公司,凯迪控股,2011-06-01,20.10,11490000,,
1236176.html,吉林石岘纸业有限责任公司,石纸有限,2009-11-05,,1500000,,
1236176.html,吉林石岘纸业有限责任公司,石纸有限,2009-11-09,,4100000,,
1239348.html,林芝地区荣光科技有限公司,荣光,2012-05-08,16.88,673275,,
1239348.html,林芝地区荣光科技有限公司,荣光,2012-04-27,15.55,481892,,
1239348.html,林芝地区荣光科技有限公司,荣光,2012-04-26,15.93,362200,,
1239348.html,林芝地区荣光科技有限公司,荣光,2012-04-25,16.05,776400,,
1239348.html,林芝地区荣光科技有限公司,荣光,2012-04-24,16.13,755200,,
1239348.html,林芝地区荣光科技有限公司,荣光,2011-06-27,18.19,582100,,
1239396.html,广东健隆达光电科技有限公司,广东健隆达,2009-09-21,10.175,1369410,,
1239396.html,广东健隆达光电科技有限公司,广东健隆达,2010-02-24,17.86,3168000,33462590,0.1035
12400.html,宁波睿勇投资有限公司,睿勇投资,2014-05-27,9.32,1950000,,
12400.html,宁波睿勇投资有限公司,睿勇投资,2014-05-28,9.30,1940000,,
1243265.html,湛江经济技术开发区新亚实业有限公司,新亚实业,2009-08-03,,1870000,,
1244292.html,凯恩集团有限公司,凯恩集团,2010-01-27,,2500000,64550603,0.3314
1244467.html,南京南瑞集团公司,南瑞集团,2009-05-13,29,2892240,92551680,0.3629
1246468.html,宁波君润投资有限公司,君润投资,2010-11-19,23.251,293900,,
1246468.html,宁波君润投资有限公司,君润投资,2010-11-22,24.98,600000,,
1249025.html,吉林石岘纸业有限责任公司,石纸有限,2010-05-05,,2000000,,
1249953.html,吉林石岘纸业有限责任公司,石纸有限,2009-12-04,,1000000,,
1249953.html,吉林石岘纸业有限责任公司,石纸有限,2010-04-29,,5000000,,
1251355.html,深圳市创新投资集团有限公司,深创投,2012-04-11,23.24,1373000,,
125220.html,大象创业投资有限公司,大象投资,2008-06-25,,3172000,27159253,0.1253
1252254.html,北京英维特汽车服务连锁有限公司,英维特,2013-02-18,,10975000,118790000,0.0453
1254211.html,云南联合外经股份有限公司,联合外经,2011-11-07,19.12,1293905,,
1255132.html,吉林石岘纸业有限责任公司,石纸有限,2009-10-15,,18490100,,
1255321.html,天津汽车工业（集团）有限公司,天汽集团,2009-09-08,,16515285,491103123,0.3079
1256816.html,深圳东金新材料创业投资有限公司,,2010-12-30,32.23,817100,,
1256816.html,深圳东金新材料创业投资有限公司,,2011-05-27,14.82,53500,,
1256816.html,深圳东金新材料创业投资有限公司,,2011-07-05,17.54,600000,,
12582.html,华泰证券-上海银行-华泰紫金信泰集合资产管理计划,,2014-05-28,15.00,5800000,600000,0.0051
1259075.html,新企创业投资企业,新企投资,2012-09-07,20.07,1761400,,
1259075.html,新企创业投资企业,新企投资,2012-09-10,20.09,17000,,
1259075.html,新企创业投资企业,新企投资,2012-12-25,18.10,248000,,
1259075.html,新企创业投资企业,新企投资,2013-01-16,20.04,733000,,
1259075.html,新企创业投资企业,新企投资,2013-01-18,19.91,797400,,
1259075.html,新企创业投资企业,新企投资,2013-01-25,20.32,249900,,
1261336.html,上海凯士奥投资咨询有限公司,凯士奥,2011-06-23,25.35,1363368,,
1261699.html,浙江上风实惄股份有限公司,公司,2011-10-25,17.54,3700000,9800494,
1262342.html,中国物资储运总公司,中储总公司,2012-11-23,,320000,,
1264039.html,五矿发展股份有限公司,五矿公司,2011-05-03,,4717100,,
1266277.html,中国风险投资有限公司,中风投,2012-12-21,18.78,643269,4883000,0.0499
1267180.html,昌正有限公司,昌正公司,2009-11-19,17.17,1060200,,
1267180.html,昌正有限公司,昌正公司,2009-11-23,16.72,15000,,
1267180.html,昌正有限公司,昌正公司,2010-08-12,12.82,430296,,
1267180.html,昌正有限公司,昌正公司,2010-08-13,12.61,1260329,,
1267180.html,昌正有限公司,昌正公司,2011-04-26,18.49,70000,,
1267180.html,昌正有限公司,昌正公司,2011-04-27,18.60,113700,,
1267180.html,昌正有限公司,昌正公司,2011-04-28,18.58,36800,,
1267180.html,昌正有限公司,昌正公司,2011-04-29,18.67,500000,,
1267180.html,昌正有限公司,昌正公司,2011-05-03,18.67,429875,,
1267180.html,昌正有限公司,昌正公司,2011-08-02,9.89,350000,,
1267180.html,昌正有限公司,昌正公司,2011-08-03,10.13,600000,,
1267180.html,昌正有限公司,昌正公司,2011-08-04,10.15,280000,56220000,1541
1268951.html,湘电集团有限公司,湘电集团,2011-03-22,,4800000,105173693,0.3457
1270891.html,中国机电出口产品投资有限公司,中机电,2012-07-14,20.576,3160000000,,
1270891.html,中国机电出口产品投资有限公司,中机电,2012-08-14,21.795,9918000000,,
1270891.html,中国机电出口产品投资有限公司,中机电,2012-09-06,25.95,6111840000,,
1271428.html,上海复星创业投资管理有限公司,复星创投,2012年5月,13.18,2104300,,
1271428.html,上海复星创业投资管理有限公司,复星创投,2012年6月,11.81,108800,,
1271428.html,上海复星创业投资管理有限公司,复星创投,2012年9月,10.42,2000000,,
1271859.html,深圳市创新投资集团有限公司,：创新投,2012-11-23,12.17,389250,35475990000,2.9
1271859.html,深圳市福田创新资本创业投资有限公司,：福田投资,2012-11-23,12.18,380100,,
1272361.html,中山火炬集团有限公司,火炬集团,2008-12-31,,396699,,
1272361.html,中山火炬集团有限公司,火炬集团,2009-05-21,11.8,13825020,77659500,0.1072
127247.html,——浙江省建设房地产开发有限公司,浙建地产,2008-02-01,,2000000,,
1272876.html,湖南爱尔医疗投资有限公司,爱尔投资,2012-12-06,,132000,192132000,0.4497
1274432.html,美欣达集团有限公司,美欣达集团,2012-12-03,7.72,150000,,
1274432.html,美欣达集团有限公司,美欣达集团,2012-12-04,7.89,105000,,
1275097.html,SAIFIII,,2012-08-31,16.46,2720000,,
1275097.html,TQM,,2012-08-31,16.46,680000,,
1277329.html,中国—比利时直接股权投资基金,中比基金,2012-09-12,8.78,250000,7865223,0.0492
1279338.html,林芝地区荣光科技有限公司,荣光,2012-05-23,13.06,7663600,,
1280257.html,上海凯士奥投资咨询有限公司,凯士奥,2012-05-31,18.19,1360138,,
1280257.html,股东名称,,本次减持前持有股份,本次减持前持有股份,本次减持后持有股份万,,
1280257.html,股东名称,,股数(万股),占总股本比例(%),股数(万股)万,,
1280257.html,上海凯士奥投资咨询有限公司,凯士奥,1879.6632,13.9856,17436494,,
1280257.html,上海凯士奥投资咨询有限公司,凯士奥,367.6632,2.7356,3534272,,
1284514.html,天津市政投资有限公司,市政投资,2010-12-29,,14604,,
12859.html,湖北联赢投资管理有限公司,联赢投资,2014-05-27,25.00,5480000,2580000,0.0235
1286983.html,浙江日月首饰集团有限公司,日月集团,2012-10-12,,500000,71896736,0.2996
1288173.html,宝钛集团有限公司,宝钛集团,2012-08-28,,4319432,232040384,0.5393
129155.html,上海贝尔股份有限公司,,2009-06-11,,6739231,72695189,0.1079
1294698.html,上海复星医药产业发展有限公司,复星医药,2012年8月,16.06,2610,,
1294698.html,上海复星医药产业发展有限公司,复星医药,2012年9月,15.61,903490,,
1294698.html,上海复星医药产业发展有限公司,复星医药,2012年11月,14.95,303900,,
1296211.html,广州发展集团有限公司,发展集团,2008-09-16,,2,,
1296704.html,安徽金瑞化工投资有限公司,,2012-10-30,12.5388,210000,125394000,0.5871
1298456.html,粤丰公司,,2009-10-19,31.75,1154770,,
1298456.html,广东粤科软件工程有限公司,,2009-11-02,31.75,54800,,
1298456.html,。盈华公司,,2010-11-29,33.90,50600,,
1298456.html,风投公司,,2010-11-04,31.75,3350,,
1298456.html,科创公司,,2010-12-30,31.75,3632114,,
1298456.html,粤丰公司,,2010-12-03,32.51,154770,,
1298456.html,广东鸿图股份总额,,2011-01-12,31.16,54800,,
1298456.html,冠通公司,,2011-01-13,31.24,76500,,
1298456.html,冠通公司,,2011-07-11,,4188316,,
13111.html,浙江上峰控股集团有限公司,上峰控股,2014-05-27,5.108,82,253580071,0.3117
1313461.html,安徽新长江投资股份有限公司,新长江公司,2010-09-29,,安徽新长江投资股份有限公司,,
1314143.html,深圳东金新材料创业投资有限公司,,2011-11-14,17.51,3300000,12816415,0.0604
1314990.html,深圳东金新材料创业投资有限公司,,2011-07-13,17.77,700000,,
1314990.html,深圳东金新材料创业投资有限公司,,2011-07-14,17.76,700000,,
1314990.html,深圳东金新材料创业投资有限公司,,2011-07-15,17.62,700000,,
1315750.html,湖北宜化集团有限责任公司,宜化集团,2010-08-19,18.25,1142050,,
1318808.html,中国光大银行深圳分行,光大银行,2010-03-17,,7000000,31832683,0.0755
1319282.html,中国-比利时直接股权投资基金,,2011-09-05,19.25,129659,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-09,18.68,38200,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-13,18.02,150000,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-19,18.38,66469,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-20,17.85,200000,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-22,18.55,251700,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-23,17.92,200000,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-29,16.98,6000,,
1319282.html,中国-比利时直接股权投资基金,,2011-09-30,16.34,400000,,
1319282.html,中国-比利时直接股权投资基金,,2011-10-10,15.86,200000,,
1319282.html,中国-比利时直接股权投资基金,,2011-10-11,16.35,150000,,
1319282.html,中国-比利时直接股权投资基金,,2011-10-12,16.96,200000,,
1319282.html,中国-比利时直接股权投资基金,,2011-10-17,18.17,600000,,
1319643.html,国际有限公司,,2008-06-06,,1800000,17051620,0.0878
1320064.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2011-10-14,23.74,2000000,,
1320064.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2011-11-01,23.92,3000000,,
1320064.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2011-11-18,23.85,2000000,14600000,0.0456
1326490.html,深圳市益峰源实业有限公司,,2011-08-15,,1232300,65290777,0.1729
132686.html,广聚投控集团,,2015-01-09,7.46-8.09,5280098,295506370,0.5597
1326960.html,深圳市盛能投资管理有限公司,盛能投资,2012-08-21,18.08,200000,5275387,0.0486
1328095.html,中国-比利时直接股权投资基金,,2011-08-17,19.45,737303,,
1328095.html,中国-比利时直接股权投资基金,,2011-08-18,19.70,169736,,
1328095.html,中国-比利时直接股权投资基金,,2011-08-19,19.33,300000,,
1328095.html,中国-比利时直接股权投资基金,,2011-08-22,19.90,232625,,
1328095.html,中国-比利时直接股权投资基金,,2011-08-26,20.37,300000,,
1328095.html,中国-比利时直接股权投资基金,,2011-08-29,20.42,300000,,
1331228.html,深圳市益峰源实业有限公司,,2011-09-22,,1780000,,
1331307.html,蓝山投资有限公司,蓝山投资,2010-11-01,27.27,3000000,,
1331307.html,蓝山投资有限公司,蓝山投资,2010-11-29,25.88,1000000,,
1331307.html,蓝山投资有限公司,蓝山投资,2010-11-29,25.88,1000000,,
1331307.html,蓝山投资有限公司,蓝山投资,2011-01-28,21.90,1000000,,
1331307.html,蓝山投资有限公司,蓝山投资,2011-02-17,22.76,1500000,,
1331307.html,蓝山投资有限公司,蓝山投资,2011-02-17,22.76,500000,,
1332671.html,珠海铧创投资管理有限公司,珠海铧创,2011-01-20,11.88元/股,3632154,,
1336926.html,新疆润拓股权投资有限合伙企业,新疆润拓,2012-07-27,,11000000,13027587,0.0586
1338718.html,上海尚理投资有限公司,尚理投资,2011-04-19,18.59,3000000,,
1341823.html,浙江富春江通信集团有限公司,富春江集团,2012-07-06,14.91,520000,166920000,0.39
134206.html,开滦（集团）有限责任公司,开滦集团,2008-10-20,9.76,170000,,
1342243.html,中国四维测绘技术有限公司,中国四维,2012-07-06,11.97,1668464,137495016,0.2386
1356449.html,深圳市神州通投资集团有限公司,神州通投资,2011-06-08,,101793,,
1369001.html,湖南省中小企业服务中心,：服务中心,2008-04-21,,3950000,,
1376983.html,安徽叉车集团有限责任公司,叉车集团,2008-09-11,,580700,129458776,0.3627
1388617.html,中国吉林森林工业集团有限责任公司,森工集团,2008-09-02,7.72,3198226,145933226,
1399478.html,武汉生物制品研究所,武汉生研所,2008-10-08,,72400,274797400,0.5628
1403006.html,上海浩洲车业有限公司,浩洲公司,2008-06-27,,4511333,,
1404461.html,中核华原钛白股份有限公司,本公司,2008-08-14,,4.7,30208000,9.89
1408433.html,奇峰集团,,2008-03-30,,645669,,
1408433.html,奇峰集团,,2008-03-31,,4325984.18,,
14107885.html,新疆成农远大股权投资有限合伙企业,成农投资,2016-07-07,,10260000,,
14108410.html,盈富泰克,,2016-08-23,32.37,4000000,12676280,0.0996
1412743.html,镇江新区大港开发总公司,大港开发总公司,2009-10-09,,217900,145423520,0.5771
14140754.html,通鼎集团有限公司,通鼎集团,2016-08-25,14.88,2685800,501694410,0.4184
1416220.html,澳洋集团有限公司,澳洋集团,2012-03-23,4.27,7000000,243082979,0.437
1418216.html,澳洋集团有限公司,澳洋集团,2012-03-16,6.50,8000000,154740000,0.4242
1419107.html,上海六禾投资有限公司,：上海六禾,2012-03-05,10.76,3000000,,
1419107.html,上海六禾投资有限公司,：上海六禾,2012-03-12,10.76,1800000,,
1420104.html,振兴实业公司,振兴实业,2012-03-05,6.81,13100000,,
